deck,p_habit,metric,n_pairs,mean_gap_delta,std_gap_delta,ci_low,ci_high,direction
both,0.5,wordlen_std,20,0.007244645903,0.02354015161,-0.002632276245,0.01772081704,worse
both,0.5,wordlen_skew,20,-0.01272590622,0.08847151435,-0.05200890154,0.0231781251,better
both,0.5,wordlen_unique_mean,20,-0.01958739879,0.02882881341,-0.03185005731,-0.007723293045,better
both,0.5,wordlen_unique_std,20,0.003695836572,0.02031191771,-0.004622816526,0.01273258124,worse
both,0.5,wordlen_unique_skew,20,-0.04136513554,0.1083643014,-0.09091793775,0.001813584998,better
both,0.5,wordlen_autocorr,20,0.02788522108,0.1354105415,-0.03068502302,0.08571053439,worse
both,0.5,wordunique_mean,20,0.03453598873,0.02913261403,0.02239477427,0.0468026832,worse
both,0.5,wordunique_std,20,0.01861541746,0.03860468507,0.002481971668,0.03509468071,worse
both,0.5,wordunique_skew,20,0.1100216912,0.2104406489,0.02181050149,0.2017961367,worse
both,0.5,wordchange_mean,20,0.01031057846,0.03396684277,-0.004644127636,0.02459748603,worse
both,0.5,wordchange_std,20,0.006611001809,0.05188044283,-0.0164952875,0.02809584136,worse
both,0.5,wordchange_skew,20,0.2002046804,0.3546730116,0.04351711841,0.348394282,worse
both,0.5,worddist_max,20,-0.2918576149,0.09165805904,-0.3294216797,-0.2523305824,better
both,0.5,worddist_shape,20,-0.1411211133,0.1734857926,-0.2164727669,-0.06683734639,better
both,0.5,wordbias_mean,20,0.3891127161,0.09766420291,0.3490052541,0.4314946127,worse
both,0.5,wordbias_std,20,0.8259549081,0.1613648942,0.7566076761,0.8951070173,worse
both,0.5,wordbias_skew,20,0.4777159803,0.04073048226,0.4607268682,0.4956328017,worse
both,0.5,wordbias_lines_mean,20,0.5186879456,0.04592778048,0.4995567596,0.5387745863,worse
both,0.5,wordbias_lines_std,20,0.8914542017,0.0965057921,0.8512965446,0.9338693574,worse
both,0.5,wordbias_lines_skew,20,0.4620848747,0.05014933633,0.4416428551,0.4846465114,worse
both,0.5,chardist_max,20,-0.01638865186,0.01977637457,-0.02486075964,-0.007777635693,better
both,0.5,chardist_shape,20,0.003845688279,0.009598137801,-0.0004147487437,0.007892076753,worse
both,0.5,ngramdist_max,20,-0.01094978484,0.01141314507,-0.01581303451,-0.005992201921,better
both,0.5,ngramdist_shape,20,0.02313282255,0.003336835879,0.02162724203,0.02446980554,worse
both,0.5,charbias_mean,20,0.003174289598,0.02565348162,-0.007240262292,0.01432269781,worse
both,0.5,charbias_std,20,-0.0004638328561,0.06455558645,-0.02945650883,0.02620995953,better
both,0.5,charbias_skew,20,0.1000484103,0.1514503871,0.03910315412,0.1678444502,worse
both,0.5,charbias_words_mean,20,0.03031189403,0.04141794832,0.01272884361,0.04757603371,worse
both,0.5,charbias_words_std,20,0.08230887818,0.06601571371,0.05406792819,0.1100520858,worse
both,0.5,charbias_words_skew,20,0.01044989407,0.040929501,-0.004917848565,0.02947456521,worse
both,0.5,unique_words,20,-0.3738445408,0.09306551123,-0.4121276699,-0.3335862378,better
both,0.5,repeated_words,20,-0.1975846879,0.1169467635,-0.2513117819,-0.1503280038,better
both,0.5,tripled_words,20,0.003046269003,0.01362332914,0,0.009138807008,worse
both,0.5,unique_chars,20,0.01252883281,0.009335846948,0.008506661392,0.01650477237,worse
both,0.5,repeated_chars,20,0.002089176432,0.01707814865,-0.005175624077,0.009523553295,worse
both,0.5,tripled_chars,20,-0.001555905961,0.01870471718,-0.00975594633,0.006065135805,better
both,0.5,unique_ngrams,20,0.07136666164,0.01264204463,0.06588641117,0.076699582,worse
both,0.5,entropy,20,-0.2997321405,0.04722723562,-0.319439019,-0.2794215951,better
both,0.5,compression,20,-0.0422374775,0.02827619682,-0.05452908866,-0.03006144188,better
both,0.5,zipf,20,0.3119367843,0.3175735258,0.1759975705,0.4468799511,worse
both,0.5,flipped_pairs,20,-0.3404186463,0.05723357646,-0.3647398707,-0.3162777236,better
both,1,wordlen_mean,20,0.01572867969,0.02632281302,0.004702177237,0.02719652566,worse
both,1,wordlen_std,20,0.005313828922,0.03655142145,-0.01016368659,0.02089335789,worse
both,1,wordlen_skew,20,0.0112215988,0.1362271468,-0.04902335196,0.06953614522,worse
both,1,wordlen_unique_mean,20,-0.04010799455,0.03014545381,-0.05276339913,-0.02692033474,better
both,1,wordlen_unique_std,20,0.009052762493,0.03425401748,-0.005475787578,0.02416792333,worse
both,1,wordlen_unique_skew,20,-0.08933476875,0.1581638084,-0.1545250633,-0.02147685287,better
both,1,wordlen_autocorr,20,0.02220311674,0.1530474647,-0.04582505654,0.08427068421,worse
both,1,wordunique_mean,20,0.1495061885,0.03541093019,0.135382511,0.1654775418,worse
both,1,wordunique_std,20,0.06101821689,0.05614077665,0.03763908202,0.08555674586,worse
both,1,wordunique_skew,20,0.8375033904,0.315359865,0.7004766849,0.9732918739,worse
both,1,wordchange_mean,20,0.1215092115,0.05283715309,0.09855884153,0.1433524863,worse
both,1,wordchange_std,20,-0.03732849686,0.07862818513,-0.07042824705,-0.003604366271,better
both,1,wordchange_skew,20,0.9524343773,0.3283929758,0.8081546658,1.088873777,worse
both,1,worddist_max,20,0.4258747771,0.08062977588,0.391255164,0.4615673306,worse
both,1,worddist_shape,20,1.179744424,0.08691241015,1.141997685,1.216730793,worse
both,1,wordbias_mean,20,2.183580357,0.05352962912,2.161261619,2.207023707,worse
both,1,wordbias_std,20,1.59841456,0.1057655715,1.552490744,1.643430769,worse
both,1,wordbias_skew,20,1.881343706,0.04891313096,1.860269039,1.901983969,worse
both,1,wordbias_lines_mean,20,2.245020403,0.07416958004,2.213786274,2.277210718,worse
both,1,wordbias_lines_std,20,1.561730332,0.1284029289,1.507738573,1.6174928,worse
both,1,wordbias_lines_skew,20,1.921073276,0.06754234207,1.892884128,1.949933684,worse
both,1,chardist_max,20,-0.06532006397,0.02207647067,-0.07430936205,-0.05560230731,better
both,1,chardist_shape,20,0.006802246987,0.007733151444,0.003435251362,0.009990383083,worse
both,1,ngramdist_max,20,-0.03750335799,0.009068463613,-0.041159533,-0.0334838189,better
both,1,ngramdist_shape,20,0.1274897334,0.00654202393,0.1246610162,0.1302636268,worse
both,1,charbias_mean,20,0.04552494284,0.02651863949,0.03449833028,0.05702100678,worse
both,1,charbias_std,20,-0.01823951821,0.05964536143,-0.04284256164,0.007277352613,better
both,1,charbias_skew,20,0.2886918741,0.1542692273,0.2225774314,0.3552974114,worse
both,1,charbias_words_mean,20,0.1816271686,0.07077834317,0.1519835007,0.2124681133,worse
both,1,charbias_words_std,20,0.2975095412,0.09768500332,0.256977953,0.3400044897,worse
both,1,charbias_words_skew,20,0.02266386347,0.05033810138,0.0004615073243,0.04350995881,worse
both,1,unique_words,20,1.474591328,0.05597042161,1.451468894,1.498924028,worse
both,1,repeated_words,20,-0.8143112117,0.07203740223,-0.8467011,-0.7845640782,better
both,1,tripled_words,20,-0.02132388302,0.03577190729,-0.03655522803,-0.009138807008,better
both,1,unique_chars,20,0.03827997626,0.009919711712,0.03416534113,0.04262692647,worse
both,1,repeated_chars,20,-0.01438227263,0.02828382423,-0.02639530299,-0.002397357725,better
both,1,tripled_chars,20,0.008488854671,0.03004119301,-0.004335603636,0.02098052426,worse
both,1,unique_ngrams,20,0.3076203502,0.01548177653,0.3008374399,0.3138960401,worse
both,1,entropy,20,0.4083843625,0.08478403324,0.3731101383,0.4441046691,worse
both,1,compression,20,0.381412903,0.02247587159,0.3721801283,0.3913365131,worse
both,1,zipf,20,0.9010186449,0.3152630546,0.7613606535,1.031670997,worse
both,1,flipped_pairs,20,1.01326014,0.1077046566,0.9670682232,1.058643867,worse
