text,model,configuration,deck,p_habit,seed,n_tokens,ciphertext_sha256,hurst,crossover_n,n_bits,wordlen_mean,wordlen_std,wordlen_skew,wordlen_unique_mean,wordlen_unique_std,wordlen_unique_skew,wordlen_autocorr,wordunique_mean,wordunique_std,wordunique_skew,wordchange_mean,wordchange_std,wordchange_skew,worddist_max,worddist_shape,wordbias_mean,wordbias_std,wordbias_skew,wordbias_lines_mean,wordbias_lines_std,wordbias_lines_skew,chardist_max,chardist_shape,ngramdist_max,ngramdist_shape,charbias_mean,charbias_std,charbias_skew,charbias_words_mean,charbias_words_std,charbias_words_skew,unique_words,repeated_words,tripled_words,unique_chars,repeated_chars,tripled_chars,unique_ngrams,entropy,compression,zipf,flipped_pairs,distance_eva_basic
habit_p0p5_deck78_seed04,habit,p=0.5,78,0.5,4,20979,8868dcb7fb8216bac87ac633ec96d6050b7c827dc17d80cde354daf5c913ceb8,0.648,1852,500000,5.328164833,1.640436961,0.04286019594,5.535320007,1.639870675,0.09672611239,-0.03898148149,1.023786742,0.5576277422,3.090066145,1.020009587,0.5595804217,2.745745424,8.64,1.6104,1.79390636,0.6015820359,-0.8635079113,1.800211829,0.5927130032,-0.8771683326,0.1293001075,0.05226786606,137.73,8.522904027,0.4144479205,0.1697539188,4.166130311,1.200128222,0.3540273678,0.8439916146,143.81,0.00204569378,0,18.1,0.06453126368,0.006006920231,273.41,1.476463043,0.3936928823,6.750337281,0.02463277512,5.243314407
habit_p0p5_deck78_seed05,habit,p=0.5,78,0.5,5,20929,a84082f5314b794eda888903dd46104a392950f7d457b2674f277396fa4f9e4c,0.603,2797,500000,5.239252392,1.593386638,-0.0329310637,5.395945162,1.599647136,0.03206055282,-0.03951478789,1.022444164,0.5522589157,2.952239304,1.020487006,0.56335936,2.87809044,8.88,1.5968,1.792850803,0.6009259343,-0.8707383333,1.793326747,0.6025664677,-0.8887859837,0.1299708323,0.05271371109,136.22,8.460306973,0.4165150358,0.1700868699,4.505201108,1.205825035,0.354264354,0.8861627769,143.21,0.00274354067,0,18.19,0.06730419636,0.00562993556,270.07,1.462432633,0.3926803994,5.742512563,0.02237416268,5.478068024
habit_p0p5_deck78_seed06,habit,p=0.5,78,0.5,6,20982,73965d2fd38c33610490b6cd550a16a9fcb90bb9cf21368d71ee8ceda93f9dcc,0.635,2797,500000,5.293413366,1.623519405,0.02285071194,5.481900833,1.628437363,0.09431199193,-0.03234977308,1.023854179,0.5489201785,2.913718921,1.020073371,0.5844740792,2.957522487,8.71,1.6264,1.798770798,0.6028666412,-0.8778854604,1.806370377,0.5915730728,-0.8880560755,0.1337694073,0.05267391658,141.5,8.304074266,0.4130610758,0.1696019143,4.46975893,1.19538122,0.3508237431,0.8533406657,144.97,0.001799009901,0,18.13,0.06709527221,0.00634957741,277.54,1.487952278,0.3952276743,5.684819341,0.02354405941,5.261616277
habit_p0p5_deck78_seed07,habit,p=0.5,78,0.5,7,21010,80b9ba5c53dc4a753feb7e82bba9286d07da50bc185fcd64abe39e4f03ff6b7d,0.639,2797,500000,5.25425,1.654291461,0.0985253817,5.456318158,1.657771474,0.1708587442,-0.02298159556,1.020512375,0.5450160484,2.73657087,1.015490271,0.5484938198,2.615999598,8.58,1.6072,1.780945611,0.6089986185,-0.8296645838,1.787734041,0.6049375674,-0.8446983554,0.1348330807,0.05303070715,141.61,8.501842186,0.416039362,0.1694840783,4.685142817,1.212917626,0.3503575003,0.6634954637,142.44,0.00325,0,18.08,0.06731041764,0.005659214669,269.35,1.460767311,0.391673265,5.69908834,0.0304,5.302520278
habit_p0p5_deck78_seed08,habit,p=0.5,78,0.5,8,21053,8883c6c1c7ac899ca350c7660d3f86fbb2b57d88a49299d61e9f10290908134b,0.611,2797,500000,5.261966256,1.612060694,0.04639533902,5.440166444,1.629210664,0.1043157174,-0.03747707639,1.0218118,0.5529240669,2.830132267,1.01100917,0.5438434769,2.547518221,9.37,1.69,1.778648903,0.6125423423,-0.8335807681,1.786265387,0.6023538283,-0.8260399633,0.1343903349,0.0531474028,141.43,8.636998734,0.4134180144,0.1687574012,4.478347975,1.209147697,0.3597751334,0.8016170962,142.69,0.001847783251,0,17.99,0.06880225525,0.00609923007,266.47,1.447814204,0.3886574,5.731259451,0.02418596059,5.547460485
habit_p0p5_deck78_seed09,habit,p=0.5,78,0.5,9,20958,0649ee0237916c5e837a7a37d2bc8acd19ec29b8842fce2aaafd851ff87b809f,0.635,1852,500000,5.309653846,1.605426346,0.04730319236,5.484272652,1.627698495,0.08117132263,-0.03179427038,1.024220533,0.5418749397,2.771440195,1.009587543,0.5257252583,2.610114316,8.63,1.6036,1.794309666,0.6002986331,-0.8679676278,1.805075807,0.5912703859,-0.890012302,0.1282809113,0.05253927448,136.13,8.412409112,0.4199935936,0.1773660875,4.54913055,1.193408914,0.3605029502,0.8564740903,144.14,0.00245,0,18.32,0.06760608011,0.006325075461,275.47,1.467839938,0.3928528907,5.806120818,0.02344230769,5.412164669
habit_p0p5_deck78_seed10,habit,p=0.5,78,0.5,10,21004,16c42737f08b3a3132c542a3daab2fd11bb44f0372cce9eaa17fe235efd5614d,0.577,1852,500000,5.282043137,1.650071834,0.04912997448,5.468715616,1.666078065,0.1044494632,-0.03914432331,1.030244172,0.5734810056,3.148123845,1.016863441,0.5799490442,3.09055543,8.82,1.5504,1.784760839,0.5972078682,-0.8081641576,1.793882107,0.595213807,-0.8466853818,0.1306358694,0.05314429335,138.01,8.559585301,0.4148832347,0.1690119631,4.958548524,1.204562896,0.3395249283,0.876878012,142.62,0.003498039216,0,18.1,0.06531536894,0.005780054028,269.57,1.461188715,0.3907016258,6.798176306,0.02648039216,5.015981359
habit_p1p0_deck52_seed01,habit,p=1,52,1,1,20936,a42e97fcff1b1425a005685c667e10869a83baf1f6a8968a62a5e54c6ba155ae,0.689,812,500000,5.422109709,1.596179305,0.04947079803,5.738150218,1.590867622,0.08032474635,-0.04753242861,0.9843387877,0.4962591791,1.925105577,1.028808409,0.5130355396,1.988002055,13.37,2.57,1.422407089,0.6731296559,0.03997563823,1.445994542,0.6648916094,0.003074761652,0.1333370187,0.05289717888,144.06,11.19014807,0.4146925468,0.1646809906,4.323809796,1.232706345,0.3828783853,0.9644283666,100.43,0.006498543689,0,17.64,0.06643907187,0.006862448793,219.31,1.269603596,0.3397340192,4.116578134,0.08956213592,8.529456356
habit_p1p0_deck52_seed02,habit,p=1,52,1,2,20968,647b8d02bf12770505f4e89b37f99994969324af7825939a30a5bc872731bd3e,0.72,812,500000,5.1463,1.582395799,0.0314057847,5.378748814,1.612342699,0.1662976423,-0.05019440986,1.001175303,0.531225778,2.266979324,1.023207743,0.5821329371,2.513254774,12.64,2.5656,1.425932236,0.6775138585,0.03782957647,1.454662551,0.6567467626,0.01537547345,0.139492778,0.05325195094,143.66,10.92671232,0.4112313185,0.1765331185,4.495307758,1.252067051,0.3774193912,0.7595503264,101.12,0.006044230769,0,17.86,0.06710355636,0.005095063036,211.13,1.264688524,0.343827214,3.894496146,0.09234230769,8.073455886
habit_p1p0_deck52_seed03,habit,p=1,52,1,3,20941,a39c8e70bfd8197d7e078ef41e88f52a1d5c675482d0067c00d7d91a114becca,0.728,812,500000,5.252146269,1.613803429,0.03553703634,5.544353092,1.630415274,0.137362589,-0.05886606737,1.002196452,0.5479884645,2.43170354,1.033191939,0.5889191653,2.393308095,13.06,2.5696,1.420445615,0.676399302,0.04266436773,1.46058955,0.6576198461,-0.002281810863,0.1374356151,0.05344519475,143.84,11.11744654,0.4102153456,0.1707477575,3.948039952,1.243909474,0.377487572,0.8085126089,100.63,0.006249502488,0.0001,17.78,0.06478122051,0.005050437487,212.71,1.277478635,0.3441117538,4.148023863,0.08594154229,8.072311255
habit_p1p0_deck52_seed04,habit,p=1,52,1,4,20979,8273a3fac82bc25a9d58e818b2fb39b49c5a42d132bcabb23929f97c971c7728,0.755,812,500000,5.308008852,1.593007766,0.02699403051,5.618649401,1.617500167,0.1125684022,-0.02424065925,0.9957215784,0.522392192,2.191397905,1.020693407,0.5378203069,2.22031425,13.16,2.678,1.399023987,0.6658807917,0.1086186103,1.415331726,0.6562566427,0.08845133815,0.1356587276,0.05308700418,143.31,11.34863343,0.4104306527,0.1701716112,4.095604695,1.24328325,0.3709788384,0.8209171871,96.98,0.00649569378,5e-05,17.98,0.06415205997,0.005728155585,211.53,1.258619141,0.3407321712,4.099486272,0.09550263158,8.44019182
habit_p1p0_deck52_seed05,habit,p=1,52,1,5,20929,4bb91dfe8cb116dd2f6c40746256db8ccf903e3a914829e545a015452b876ca9,0.696,1227,500000,5.27928445,1.665628219,0.02649184395,5.651259494,1.645216315,0.06507032019,-0.03662857608,1.00328506,0.5470225688,2.473698185,1.03442009,0.5802710354,2.376652251,12.48,2.5824,1.415872662,0.6669774248,0.08416154132,1.445948975,0.6553557134,0.02289182093,0.1432646224,0.05266935057,151.38,11.01159852,0.4050956176,0.1677274196,4.221185075,1.221626902,0.3705834092,0.7927100762,99.26,0.00678708134,0,17.72,0.06860536889,0.007448905981,215.83,1.301218913,0.3449679653,4.076231802,0.08573325359,8.103088931
habit_p1p0_deck52_seed06,habit,p=1,52,1,6,20982,76ae43bbb3d3da51dd96b91737316c4394fd0b8b667ecc81383b77476e8d8d70,0.745,538,500000,5.283232178,1.656787215,0.0166413591,5.646649335,1.62306017,0.09101732423,-0.04324149685,1.002848753,0.5588525916,2.491674828,1.038800867,0.6087165263,2.536011145,13.14,2.6192,1.406394443,0.6757291319,0.05285715311,1.440931431,0.6540695559,0.0565383302,0.1414170919,0.0528689771,149.03,11.19652083,0.4099915475,0.1762362212,3.951355353,1.21761644,0.3632802512,0.8693403283,99.03,0.006447524752,0,17.84,0.06463086351,0.005935248694,212.53,1.291015819,0.3442939839,4.234215892,0.09597623762,8.124591257
habit_p1p0_deck52_seed07,habit,p=1,52,1,7,21010,e39e29e6e99352fc5bd03786fb918fcbb3db1bfca0066376a804b476acec638d,0.644,812,500000,5.18765,1.581868715,0.010275101,5.42667685,1.61341826,0.1442211308,-0.05289285031,0.9963695531,0.5280244902,2.155871734,1.023250737,0.5568455952,2.195347439,12.82,2.698,1.405789557,0.6848379159,0.06544434125,1.424737174,0.6725940042,0.05883202572,0.1395139772,0.05316519461,144.58,10.99948466,0.4126213147,0.176255635,4.529999971,1.265710944,0.3746035468,0.7575403505,98.88,0.00775,5e-05,17.88,0.06751640946,0.005063831553,211.28,1.242799419,0.3418012469,4.161726176,0.0954,8.517686105
habit_p1p0_deck52_seed08,habit,p=1,52,1,8,21053,ec821175be1ea3e21d861e8686e877aa94b9684f32f5f1b00f6cae99ca58c80c,0.687,1227,500000,5.225598522,1.630702006,0.043193251,5.561638617,1.630534652,0.08524660973,-0.03723609651,1.004201103,0.5517617846,2.43232647,1.032022196,0.5820742075,2.545658665,13,2.6004,1.41329512,0.6740886596,0.0498371069,1.455179829,0.6522104075,0.01190562307,0.1419418575,0.05246649573,148.16,11.03559019,0.412909034,0.1763116942,4.356201397,1.236287167,0.3665629618,0.7897930243,99.67,0.006196305419,0,17.8,0.06943986942,0.006308211135,212.73,1.27984922,0.3430482516,4.332733889,0.08747635468,7.997192497
habit_p1p0_deck52_seed09,habit,p=1,52,1,9,20958,503f80eb6ffb4eb72d4854e2a5bbbb3326f69385d1f0fcf6577370a9fef0452f,0.714,812,500000,5.172630769,1.64537061,0.04361084958,5.467383011,1.643741041,0.1641871844,-0.04397358741,1.003765748,0.5428661634,2.266600707,1.026278227,0.5698996912,2.177429728,12.76,2.5616,1.425364008,0.6710988577,0.04546934369,1.456542725,0.6534623965,0.0216581706,0.1423906105,0.05350326332,147.38,11.1479912,0.4112468118,0.1757641778,4.356264513,1.257829015,0.3695078084,0.6940336683,100.8,0.006798076923,0,17.74,0.06580957781,0.004881923518,208.53,1.270576279,0.3451738564,4.051462308,0.09310576923,8.155421985
habit_p1p0_deck52_seed10,habit,p=1,52,1,10,21004,5561d55705c5d52ba64342ffdcbb191a189f2ded092e53c9fb01da3896573ef9,0.668,1227,500000,5.299630392,1.519607777,-0.04455366974,5.535440773,1.531809086,0.06718583448,-0.03152274015,0.9860227255,0.5030037939,2.155176752,1.024165398,0.5333938767,2.13543856,12.74,2.5732,1.41452413,0.6768458538,0.06673533994,1.447238356,0.6632849989,0.02699460589,0.1323253371,0.0530611445,139.62,10.82705346,0.4126894903,0.1732408211,4.316836626,1.232487214,0.3835401121,1.034401158,100.23,0.007047058824,0,17.95,0.06763342706,0.006459274195,219.69,1.261705829,0.3426143448,4.257416489,0.09041666667,8.454827028
habit_p1p0_deck78_seed01,habit,p=1,78,1,1,20936,a2706d1d81b10646efc38135f1e385afd88f78e09399d5ff319f0f7dc557c28d,0.711,1227,500000,5.293125728,1.601772152,-0.03954227686,5.629206055,1.59764956,0.0402108127,-0.02990368796,0.9984846363,0.5542066037,2.596564813,1.035656595,0.6020342995,2.335594871,13.41,2.5852,1.41837406,0.675114302,0.04104786803,1.4375219,0.6711671423,0.006048534301,0.140641368,0.05313283178,148.41,11.12011535,0.4065508112,0.1763336026,4.404695348,1.217864085,0.3658100348,0.9019710273,100.03,0.006448543689,0,17.84,0.06617263791,0.005778418308,214.95,1.288968456,0.3437460177,4.110555954,0.0892592233,8.2138985
habit_p1p0_deck78_seed02,habit,p=1,78,1,2,20968,33b222c34a2d408820c3212143d227ec6f1e9b94e01ba6d6f64702f52b31abf3,0.763,812,500000,5.327694231,1.617453677,0.006182069885,5.67848648,1.622959717,0.1144955934,-0.01221219988,0.9980719133,0.547404362,2.54161844,1.030968723,0.5662734209,2.516559964,12.41,2.5476,1.421571694,0.667329093,0.0559039832,1.458555939,0.6445850231,0.03191110905,0.1389926165,0.05294672028,147.52,11.35179396,0.4098595953,0.1772561764,4.130829268,1.214578017,0.3604636871,0.9179227994,100.03,0.005994230769,0,17.99,0.06089599137,0.004756948707,212.44,1.292581357,0.344394474,4.481432251,0.09184807692,7.871350684
habit_p1p0_deck78_seed03,habit,p=1,78,1,3,20941,80cfbd1a2bc33f7cfaba737a4e5a9ae236270e26714a2b8edf8ee823aecc0f3b,0.679,812,500000,5.253452239,1.659468587,0.1627264503,5.574651202,1.687844509,0.2149190524,-0.03871364171,0.9981404927,0.5214347004,2.055676688,1.027212971,0.5553813476,2.17417697,13.05,2.5828,1.410715875,0.6768131428,0.05980501387,1.446609008,0.6572519118,0.02821897944,0.1420333541,0.05311784858,149.02,11.06384226,0.4113112807,0.1716151938,4.435858095,1.255105137,0.3666875046,0.7043845308,99.6,0.006049502488,0.0001,17.71,0.06867279733,0.006589441175,213.39,1.269718648,0.3416419936,4.037141265,0.08744179104,8.155983622
habit_p1p0_deck78_seed04,habit,p=1,78,1,4,20979,35862e3543a0c0088242d44add2950cd356be3557a653cfa53cc91f3d0df546f,0.724,812,500000,5.266600957,1.648063631,0.01165767538,5.627487776,1.631340954,0.1210472657,-0.03374263465,1.003351975,0.5546943643,2.548292262,1.037120654,0.607295597,2.556122902,12.8,2.6032,1.42376375,0.6656755852,0.06084066592,1.454679438,0.6433839076,0.04051932628,0.143367508,0.05329647014,150.48,11.09588764,0.4077600032,0.1764171213,4.138856414,1.232884259,0.3674584181,0.7965551124,99.85,0.00639569378,5e-05,17.9,0.06510661293,0.005770073895,214.36,1.294164856,0.344570369,4.319815554,0.09240263158,7.921820216
habit_p1p0_deck78_seed05,habit,p=1,78,1,5,20929,4914833ad25ebc812097b664b770956cb2324afe162e57e9305d653baa34a683,0.752,538,500000,5.243047847,1.585466474,-0.03043644782,5.537757032,1.598348736,0.07211993635,-0.041645894,0.9989443811,0.5451663822,2.474695468,1.032066456,0.5879680089,2.350362855,12.93,2.6552,1.404449983,0.671911174,0.09549180358,1.422260662,0.667866588,0.04367259183,0.1388459229,0.05286173065,145.39,11.20029561,0.4140071367,0.1762831074,4.240670946,1.229709435,0.370910294,0.9056639295,98.22,0.00678708134,0,17.97,0.06680508721,0.00561529548,210.27,1.273249466,0.3429839623,3.742771093,0.08863110048,8.345902066
habit_p1p0_deck78_seed06,habit,p=1,78,1,6,20982,c519f378f1ce706d320d75abbd3fd21f53ffe9509b634235a78e8917f4f91e58,0.773,538,500000,5.363178713,1.634887554,0.03194419317,5.720074333,1.625511663,0.07236212503,-0.05397268679,0.9887606252,0.5251896248,2.37074881,1.043203862,0.582158261,2.519523847,13.03,2.574,1.410203526,0.6734849854,0.04969429216,1.449699278,0.6496919208,0.04613016874,0.1388791429,0.05276340953,148.24,11.26068502,0.4120309321,0.1679918512,3.759679723,1.218840767,0.3725369832,0.8746406775,99.48,0.006447524752,0,17.75,0.06395768733,0.006324652525,215.53,1.289078735,0.3420616938,4.363185406,0.09457623762,8.163593232
habit_p1p0_deck78_seed07,habit,p=1,78,1,7,21010,df208a87ce2a4437c0f86c77642ba2e4289dbe697c08ef20c6e60c861e34c140,0.747,812,500000,5.27445,1.647994333,0.001715597594,5.621860967,1.657240232,0.09112303068,-0.03018485014,1.004921433,0.5662903898,2.688828284,1.034161081,0.6153741158,2.701031591,12.63,2.606,1.411936879,0.6773318571,0.05597977236,1.44544482,0.6548554053,0.0403851999,0.1388224908,0.05321332841,145.87,11.14280678,0.409042372,0.1725351227,4.044185615,1.226712065,0.35686747,0.8181563752,99.15,0.0079,5e-05,17.78,0.06399729455,0.005222431714,213.19,1.292618204,0.3451141433,4.63173734,0.09595,7.94864631
habit_p1p0_deck78_seed08,habit,p=1,78,1,8,21053,b9e3cf009fc1a8317556d02958429c9e030b559b3b6cbce18592b2b484e73d3d,0.781,538,500000,5.36684335,1.615578523,0.06374732644,5.646447885,1.639282496,0.1597743862,-0.009920017966,0.9883275928,0.5149451945,2.085384777,1.024222209,0.5486846991,2.247146596,13.14,2.62,1.404784357,0.674450139,0.06425060638,1.443176472,0.6552718381,0.03753528309,0.1369704628,0.05314143272,146.11,11.31264183,0.4095178563,0.1707184908,4.374414848,1.249658807,0.370619541,0.8349803689,98.65,0.006196305419,0,17.98,0.06378493523,0.005450894101,214.46,1.257437706,0.3377914017,4.09126301,0.08822931034,8.241878753
habit_p1p0_deck78_seed09,habit,p=1,78,1,9,20958,11f1a4b3d29deb2c76b2dd804ec91feddc66f36dca4c3de359a6912ecf1e3b1c,0.687,538,500000,5.312390385,1.700590008,0.08703994083,5.681510892,1.686978195,0.1480140951,-0.02171157172,1.004544851,0.5571397576,2.497896774,1.031223898,0.5957347452,2.436045379,12.77,2.5908,1.409726335,0.6671412689,0.08763294018,1.440626068,0.6499819579,0.0630564378,0.1417770009,0.05266397164,150.53,11.46465041,0.4095294959,0.171664562,3.814345779,1.224734047,0.3601962772,0.7704530378,98.95,0.006798076923,0,17.76,0.06592875672,0.005307427566,209.8,1.282498769,0.3425158709,4.319624182,0.09396153846,7.975311308
habit_p1p0_deck78_seed10,habit,p=1,78,1,10,21004,1c38a56817a4f5f7f5551ac40d1382f023cddbb56f5656a30c3790ddc99d358a,0.774,812,500000,5.375443137,1.634939677,0.1161592913,5.717984479,1.662497263,0.1729739226,-0.03952370629,0.9967817162,0.5215561489,2.058252898,1.019238573,0.5433153718,2.187505533,12.77,2.6224,1.398800743,0.6734434727,0.1074854799,1.427661592,0.6602065887,0.07133070558,0.136442552,0.05227912191,146.03,11.47637258,0.4104008962,0.1672332019,4.184449364,1.251304038,0.3701240806,0.8738570442,97.99,0.006947058824,0,17.91,0.06397932278,0.005598883329,212.41,1.255458011,0.3391145526,4.358699938,0.09096666667,8.342695624
