text,model,configuration,deck,p_habit,seed,n_tokens,ciphertext_sha256,hurst,crossover_n,n_bits,wordlen_mean,wordlen_std,wordlen_skew,wordlen_unique_mean,wordlen_unique_std,wordlen_unique_skew,wordlen_autocorr,wordunique_mean,wordunique_std,wordunique_skew,wordchange_mean,wordchange_std,wordchange_skew,worddist_max,worddist_shape,wordbias_mean,wordbias_std,wordbias_skew,wordbias_lines_mean,wordbias_lines_std,wordbias_lines_skew,chardist_max,chardist_shape,ngramdist_max,ngramdist_shape,charbias_mean,charbias_std,charbias_skew,charbias_words_mean,charbias_words_std,charbias_words_skew,unique_words,repeated_words,tripled_words,unique_chars,repeated_chars,tripled_chars,unique_ngrams,entropy,compression,zipf,flipped_pairs,distance_eva_basic
52_01_10_word_lines,greshko_published,Greshko published,52,,1,20845,c7fca1aa3ea0e8c93dd507c25e9b9bb47f6c39fd2d2767c907c89fa3d548d9e9,0.512,33118,500000,5.26792561,1.63746827,0.09441322105,5.427354191,1.657236329,0.1389697539,-0.03349402526,1.033391431,0.5693116995,3.145038307,1.00714298,0.5832336933,3.274193043,6.62,1.1532,1.864739684,0.547834668,-1.031265173,1.861889083,0.5494998584,-1.031882837,0.1304108349,0.05306308831,137.47,8.106679327,0.4214045964,0.1649963793,4.755083419,1.202212322,0.3459070738,0.869193964,151.73,0.00135,0,18.04,0.06831277913,0.00629665856,281.82,1.502402138,0.4021306587,10.71843669,0.01294756098,4.720418328
52_02_10_word_lines,greshko_published,Greshko published,52,,2,20936,d3a2582879559918f1935ba09c889fdc61a703ae3d28461903b2fa7c9b506e43,0.518,21937,500000,5.250600971,1.636380675,0.05895298359,5.3944599,1.650990106,0.1245864366,-0.02964296365,1.035774629,0.571930501,3.088438976,1.009252799,0.5632858141,2.956305581,6.6,1.1232,1.869921561,0.542873976,-1.058785645,1.871986235,0.5392973338,-1.039152837,0.1299859448,0.05325446286,136.61,7.987981924,0.4105903052,0.1718302586,4.604535391,1.205618528,0.350304281,0.8765980408,152.37,0.0016,0,18.1,0.06786263804,0.006568737946,284.39,1.511708802,0.4041233996,10.17462591,0.01424417476,4.855233696
52_03_10_word_lines,greshko_published,Greshko published,52,,3,20963,d1511fb62e1a853b9d1a0cf4878488184227227ec7f7032ef03dadd9b3ab9d6a,0.549,33118,500000,5.266449507,1.631858239,0.07895443995,5.411294977,1.656483757,0.1250326803,-0.02689021944,1.031727201,0.5668351734,3.181787787,1.008848577,0.5524482867,2.891770044,6.42,1.0408,1.875702874,0.5338916424,-1.045522415,1.873640348,0.5348856872,-1.044932617,0.1301249082,0.05288558651,137.13,8.081667486,0.4119075921,0.1700717854,4.74280432,1.210249646,0.3482042143,0.8621916883,152.84,0.00185,0,18.17,0.06768359159,0.00607724634,282.65,1.504329531,0.4034421829,9.948386361,0.01239852217,4.807957408
52_04_10_word_lines,greshko_published,Greshko published,52,,4,20978,0afd7792b883039248b560388193a4b0d7e3b8c7d3d86b824b32fe9df74c800f,0.546,14530,500000,5.243321154,1.622130137,0.0681044284,5.386932688,1.639506527,0.1217749614,-0.04443569839,1.03352898,0.5670765947,3.126858018,1.011833578,0.5659849109,2.926731262,6.55,1.0984,1.875815756,0.5343368212,-1.045670017,1.863076008,0.5447144963,-1.015558174,0.1289354718,0.05308855892,135.34,7.956288831,0.4162010645,0.1760226266,4.72899077,1.204075603,0.3451661332,0.9065504949,152.25,0.00135,0,18.15,0.06688956691,0.005983651416,285.13,1.513670936,0.4047826416,9.394254538,0.01185,4.866122482
52_05_10_word_lines,greshko_published,Greshko published,52,,5,20850,0bcc3d7d63cb8cfb66a9dcb17c93b7de792294025f45da2f6f4addbae6586de6,0.547,21937,500000,5.25535,1.61865435,0.03055182442,5.393301831,1.631415232,0.09650157253,-0.02515453131,1.02914006,0.5619278605,3.11139263,1.009338942,0.5415876496,2.858438309,6.44,1.1292,1.880076823,0.5345899698,-1.099307037,1.884205075,0.527718143,-1.093238377,0.1306259023,0.05298946537,137.3,7.998328155,0.4157888644,0.1703618305,4.697503896,1.20620279,0.352389593,0.8753316545,153.91,0.00125,0,18.16,0.06663445807,0.005924567513,284.35,1.515333557,0.4044818517,9.665303314,0.01445,4.933652374
52_06_10_word_lines,greshko_published,Greshko published,52,,6,20969,13a1933d66bc678596c5eee8a62ba5fc065eb81d608e22829677223eb44d7d6c,0.54,33118,500000,5.273225598,1.600208026,0.03228936788,5.39342114,1.619995345,0.09225145901,-0.03397213053,1.030135829,0.5565858808,3.040260102,1.003242452,0.5356644514,2.710963391,6.5,1.1932,1.892192874,0.5293218129,-1.126280099,1.886710436,0.5325771564,-1.108283452,0.128821721,0.05286582069,136,8.090596713,0.4125260351,0.174030686,5.204484347,1.204338733,0.3560371066,0.8806317045,154.54,0.00095,0,18.25,0.06765101726,0.006469173309,282.91,1.509907821,0.4046523916,9.163839912,0.00934138756,5.0531087
52_07_10_word_lines,greshko_published,Greshko published,52,,7,20920,cc963715a568ee9eab5be0c86ddcc07092bfcff2b77f29a6aaa613677d4374d6,0.557,9624,500000,5.27115,1.600644878,0.03995368937,5.397801381,1.624848482,0.08878375537,-0.01921446607,1.027869657,0.5577612248,3.017747671,1.003296395,0.5293231612,2.665664461,6.63,1.2232,1.879743953,0.5369427228,-1.089501391,1.876309833,0.5418758244,-1.098828461,0.1308584805,0.05290505504,137.99,8.050644321,0.4167935915,0.1693304701,4.806995121,1.206351787,0.3516777754,0.8180164429,153.25,0.0021,0,18.15,0.06886961777,0.006262990461,283.67,1.508935648,0.4035569589,8.193395398,0.0137,5.000800402
52_08_10_word_lines,greshko_published,Greshko published,52,,8,20958,5277cda03b9b8827a8b03cc69ad43ccc33beeb131728b5b9b0a1e133a4e87748,0.54,21937,500000,5.255107692,1.594161867,0.02601282059,5.390386613,1.615890116,0.07021993745,-0.04040957905,1.028194817,0.5573486395,2.947834557,1.002533319,0.5452310642,2.907609121,6.11,1.068,1.875651559,0.5302438596,-1.025683886,1.875215385,0.5346211489,-1.050855572,0.1298460667,0.05269864113,136.59,8.061170343,0.4175222113,0.1739172616,4.597663729,1.2069571,0.3534830725,0.831389612,152.72,0.0023,0,18.21,0.06657090969,0.005816597351,282.49,1.509118273,0.4039238295,11.18993815,0.01343461538,5.124196378
52_09_10_word_lines,greshko_published,Greshko published,52,,9,20975,b0103827eeda94586dcf0f23d2647f00075dca494616fc04fed43c9965fa843a,0.581,9624,500000,5.252482927,1.622100768,0.02381561065,5.38894064,1.634815406,0.08725956386,-0.03729571753,1.029565277,0.5637075862,3.151960713,1.007448092,0.5594235291,2.936124489,6.44,1.1048,1.873102987,0.5404416209,-1.064746595,1.874244701,0.5354301988,-1.05156223,0.129231052,0.05286949534,135.82,8.023887261,0.4167410105,0.1736388995,5.18845389,1.207569687,0.3515190869,0.8773351981,152.79,0.00185,0,18.33,0.06736731667,0.005932797292,283.44,1.505966028,0.4034184287,9.599808073,0.01125,4.930659397
52_10_10_word_lines,greshko_published,Greshko published,52,,10,20945,48d7271e66c6c18ff778c4e81a23039805edb7c90b42aa872707dc4a2e640302,0.566,33118,500000,5.279567073,1.617293827,0.08178840093,5.428420933,1.642256511,0.1207975605,-0.05274995111,1.026424772,0.5528469864,3.000532447,1.01116335,0.578927973,3.210736268,6.42,1.0544,1.8810103,0.5266130584,-1.050364026,1.8740372,0.5344343647,-1.04252585,0.1303912914,0.05298228967,137.77,8.023529035,0.4125292798,0.1711667709,4.843063211,1.210214862,0.3510900903,0.8557362721,153.17,0.00125,0,18.11,0.0671907609,0.005950639629,285.26,1.506002024,0.4032523452,10.28475336,0.01339756098,4.878675935
78_01_10_word_lines,greshko_published,Greshko published,78,,1,20927,d8889fd42e051ca2436144d46bc1fd1a246e9ad156599d52f23b97238202b389,0.54,14530,500000,5.29978599,1.609611856,0.02674923863,5.430359133,1.631397406,0.08270164898,-0.02696308932,1.029673187,0.5577878078,3.01409739,1.005133172,0.5377090072,2.855301951,6.28,1.0728,1.893891741,0.5208218422,-1.096093895,1.889555885,0.5273474509,-1.110382189,0.1288806608,0.05285634746,136.74,7.995287089,0.4131317326,0.1644208717,4.810697768,1.208941289,0.3493431037,0.850798212,154.74,0.001394927536,5e-05,18.16,0.06612820347,0.005879864674,287.52,1.519158899,0.4055029502,10.29340923,0.01089492754,5.048200333
78_02_10_word_lines,greshko_published,Greshko published,78,,2,20943,37bccdd9c56f05b04a4c767a4fb286fb4fa4790ade82c10d5353bcf290ea8aa7,0.546,33118,500000,5.259146059,1.620769096,0.03523534022,5.3984997,1.633721922,0.08166647222,-0.0356015417,1.028260621,0.5536945238,2.905188726,1.013488303,0.5486242145,2.71415649,6.02,1.0928,1.890754787,0.5266120369,-1.099496161,1.885697203,0.5269606503,-1.061600461,0.1288304631,0.05296345429,135.54,7.980006483,0.4165386839,0.1719452524,4.810684385,1.20441743,0.3506576055,0.8625726043,154.81,0.001399261084,0,18.23,0.06457942036,0.005403355387,285.19,1.520314507,0.4073396172,9.309271016,0.012091133,5.117381513
78_03_10_word_lines,greshko_published,Greshko published,78,,3,21043,5da9ff895758ce9121f1a7f82f2ded942e9895c400dfd2bb9723c6ae6dfba2b0,0.512,14530,500000,5.270314286,1.61368914,0.02383462515,5.406776531,1.630776856,0.08843039053,-0.0458778083,1.028201428,0.5564578384,2.97206836,1.007823098,0.5641613115,2.971205602,6.12,1.0676,1.876233644,0.5323674088,-1.051006478,1.871939189,0.5377472036,-1.04045199,0.1313576402,0.05289670689,138.56,7.979923115,0.4090469617,0.1767654395,4.929153706,1.207749077,0.3539960139,0.8040901461,152.84,0.001948522167,0,18.32,0.06676188488,0.005654771055,285.97,1.509324632,0.4042547569,10.60691715,0.009648522167,5.072543066
78_04_10_word_lines,greshko_published,Greshko published,78,,4,20951,413650205f44fad3ab5e9be0349f94f61138768980f7e8f2653189c2a62020df,0.523,21937,500000,5.282273383,1.619644872,0.04828398621,5.427017344,1.634658635,0.09853832022,-0.03362274878,1.029389219,0.5542920888,2.827633749,1.008549238,0.5488565132,2.862380651,6.4,1.1332,1.893454075,0.5238416535,-1.119401759,1.897651652,0.5231770453,-1.143177298,0.1288310735,0.05280407243,136.14,7.965813015,0.4164635272,0.1696073745,4.559204723,1.201720525,0.3507381663,0.8271266522,154.65,0.0013,5e-05,18.21,0.06701797023,0.00599477504,287.36,1.520968496,0.4067447958,10.24789528,0.01109950249,5.052652161
78_05_10_word_lines,greshko_published,Greshko published,78,,5,20951,db1f08d49556e34a364ef1701d4d5e309aae07bf9227174c48d7884728e4196d,0.528,9624,500000,5.265765174,1.623436485,0.05011953294,5.39567257,1.637425514,0.1191507459,-0.02818582946,1.032417983,0.5574629248,2.946483913,1.006048999,0.5481388252,2.826947153,5.96,1.1088,1.893900613,0.5179706941,-1.099934323,1.890540225,0.5240340555,-1.089298184,0.130029862,0.05292176885,136.95,7.900599119,0.4174662332,0.1770800378,4.850647815,1.205846104,0.3486827119,0.8232064606,154.6,0.001749751244,0,18.28,0.0660731826,0.006252869317,288.08,1.523645746,0.4070792973,11.38202345,0.01334975124,5.009219908
78_06_10_word_lines,greshko_published,Greshko published,78,,6,21039,89bf9543f2ab83c5a415cb2d2c576c791c566f23332954db5445c10fc009cf5d,0.543,33118,500000,5.281899761,1.629383344,0.04494542101,5.427603312,1.63982879,0.116976827,-0.03303278606,1.023274409,0.5516822674,3.079146404,1.019573663,0.5703143364,3.023852514,6.36,1.0928,1.88688947,0.5261682247,-1.067898863,1.882607197,0.5305320048,-1.063474632,0.1287822059,0.05268401647,136.16,8.011070664,0.4139195172,0.172109731,4.920408015,1.203067125,0.3457297486,0.8585146781,154.12,0.00115,0,18.26,0.0670840923,0.006160452466,285.82,1.516807598,0.4054058453,9.951572767,0.01014569378,4.880909528
76_07_10_word_lines,greshko_published,Greshko published,78,,7,20971,c48196ee03ff29ae0587fba40b60f9bbc31328108e4445aa971eaafcbb6fb499,0.544,33118,500000,5.264328109,1.620170505,0.06916942637,5.395820168,1.638283261,0.1371881077,-0.03228506195,1.028279168,0.5479334806,2.872684934,1.011731922,0.5536617872,2.849774392,6.28,0.9828,1.887817806,0.5247211673,-1.076045005,1.887440337,0.5259562633,-1.074326028,0.1292374459,0.05286930452,136.12,7.919842633,0.4169999267,0.1761301664,4.790603777,1.203294714,0.3453490391,0.8670045172,154.22,0.001349502488,0,18.25,0.06720858433,0.005679384941,287.39,1.520833011,0.4061642855,11.01817412,0.01294850746,4.999587777
78_08_10_word_lines,greshko_published,Greshko published,78,,8,20878,bb2733361ffea5f8f19c1c7bc749cf2b72b1151be9c73bbde1579ceceefdcf4e,0.512,33118,500000,5.282536538,1.627071328,0.006056280089,5.422458794,1.634691202,0.06322644362,-0.03253747837,1.032134625,0.5583888392,3.010925997,1.011650739,0.555037305,3.058907477,6.29,1.1808,1.907246157,0.5107875321,-1.136505471,1.899384222,0.5219709839,-1.143052488,0.1298668102,0.05276104068,137.27,7.975244159,0.4147863501,0.1735093914,4.734796529,1.196267263,0.3456274642,0.8985200647,155.99,0.00165,0,18.25,0.06717561245,0.00622277782,286.92,1.524061532,0.4064286781,9.574703516,0.01045,4.973841265
78_09_10_word_lines,greshko_published,Greshko published,78,,9,20953,d11a1b400c807da87142181a7118eaee214f5cc12e7abb609d8a50f32387cd72,0.554,21937,500000,5.26645468,1.603861068,0.03967708258,5.39600164,1.620742483,0.09462033518,-0.03880863146,1.025027353,0.547094741,2.962113896,1.008118718,0.5411675264,2.79904189,5.85,0.9788,1.900498212,0.5094005778,-1.088336378,1.891854661,0.5191660323,-1.081101721,0.1286522042,0.05289437738,135.56,7.933390946,0.4166502591,0.1653184322,4.474769521,1.20229231,0.3561227092,0.8392399312,154.79,0.001449261084,0,18.09,0.06548662169,0.005184357384,287.28,1.52521623,0.4068180201,10.3542841,0.01269926108,5.12480888
78_10_10_word_lines,greshko_published,Greshko published,78,,10,20922,ce3520ceab1ac2321d8f589112d5070ba6fb3a7a70b2078118e1e6385e5e7f7f,0.531,21937,500000,5.273967822,1.626679378,0.01950171361,5.41807571,1.639625923,0.06364905,-0.03754034881,1.029961267,0.5469122252,2.686291665,1.013543249,0.5554565494,2.762400265,6.2,1.096,1.887514702,0.5289391313,-1.11010269,1.892708466,0.5188617895,-1.075999832,0.1277262059,0.0527920554,134.79,7.98826123,0.4141104999,0.1729021863,5.33963453,1.211787478,0.347960128,0.8180289868,154.37,0.00135,0,18.35,0.06577583175,0.005662423226,285.79,1.518242675,0.405793173,9.68920082,0.0144470297,5.230354494
habit_p0p0_deck52_seed01,habit,p=0,52,0,1,20936,e2c15b9be2b80918d0dd3449728cd48b8b4db22d1afb37d5d988f396809c4ce0,0.517,1852,500000,5.269863592,1.639916714,0.06981970389,5.412974542,1.653310545,0.1193025227,-0.0313814283,1.034400302,0.5656497718,3.04849867,1.013735133,0.5702287949,2.952906258,6.56,1.1984,1.894183896,0.5272848599,-1.141374594,1.895692346,0.5284008757,-1.152085938,0.1299026939,0.05261146052,137.03,7.993276005,0.4161219646,0.1750939852,4.774236729,1.19937015,0.3418461014,0.8719016029,155.73,0.00105,0,18.29,0.0670722277,0.005892501045,285.59,1.522757177,0.4053660447,9.457173508,0.01348834951,4.804200806
habit_p0p0_deck52_seed02,habit,p=0,52,0,2,20968,ba7f249ed760710f9622a3a08b1f8b26d8d1145f4971b3d5c150a2b692f3c7d4,0.535,9624,500000,5.269611538,1.614948209,0.00909527491,5.408702491,1.628385448,0.05512167062,-0.03694810849,1.03229416,0.5733684701,3.303126229,1.013896588,0.5685538525,3.177886684,6.2,1.2552,1.897823617,0.5292241256,-1.15599661,1.893890423,0.5293403669,-1.132885057,0.1297144282,0.05311313849,136.83,7.935602737,0.4152471734,0.16739229,4.729709104,1.20695983,0.3448304618,0.8564590246,156.09,0.001548076923,0,18.16,0.06619009579,0.005726565203,287.56,1.52226782,0.407074487,8.075394444,0.01358653846,4.850285074
habit_p0p0_deck52_seed03,habit,p=0,52,0,3,20941,2371168445bafdfe7af14352c8e0614694e01f172be4cefbae8f68fa3ae1563e,0.548,14530,500000,5.267378358,1.624003359,0.05445319374,5.406521444,1.644758152,0.09521173275,-0.04701655772,1.037952876,0.5744626842,3.173601688,1.006017643,0.5667051355,3.100233089,6.65,1.2464,1.895735904,0.5280096159,-1.144787739,1.885956937,0.5372770093,-1.122781425,0.1307884787,0.05283538808,137.78,7.892824559,0.4148866283,0.1646315471,4.715156804,1.191743186,0.3448236197,0.9328381866,155.04,0.001649751244,0,18.15,0.06827970359,0.006699590919,288.46,1.523638322,0.406247881,7.65938648,0.01294776119,4.809282999
habit_p0p0_deck52_seed04,habit,p=0,52,0,4,20979,2f982e3d6cf8eb2ac477a2c7e701cf667437d10209bf51d936a72295960812bf,0.537,6375,500000,5.260734211,1.627575912,0.02840737285,5.420413696,1.637960728,0.05223763528,-0.03128069793,1.03500537,0.5777678675,3.319437053,1.01280223,0.5609652852,3.00864512,6.62,1.1996,1.898324764,0.5244775013,-1.148570664,1.889383077,0.5353982501,-1.128447238,0.1295914476,0.05287307661,136.48,7.973803872,0.4158070204,0.1740569067,4.760928698,1.199817562,0.3474348929,0.8366480326,155.61,0.00135,0,18.28,0.06828257766,0.006230413801,285.64,1.525672168,0.406377473,9.046528408,0.01234138756,4.860104964
habit_p0p0_deck52_seed05,habit,p=0,52,0,5,20929,311b7692016194ecc425d14c8e437b5a4e7beae61ce2e767042ca64ff5af3be5,0.555,33118,500000,5.268464115,1.633159651,0.0306595146,5.407010936,1.642843065,0.07933293305,-0.03719913518,1.033582705,0.5658162982,3.101008209,1.016122134,0.5657904028,3.005670242,6.26,1.1336,1.904897914,0.5150177629,-1.154836888,1.898005538,0.52427848,-1.142407195,0.1294170597,0.05277264998,136.52,7.914091295,0.4116729866,0.1693385639,4.974979666,1.198414494,0.3439148318,0.9054273258,156.27,0.0016,0,18.31,0.06656875242,0.00560110625,288.17,1.523088197,0.4060630534,7.518509274,0.01059138756,4.910477483
habit_p0p0_deck52_seed06,habit,p=0,52,0,6,20982,73dda9e043150af60e4736753ba1445bafbaa96643450142c5e058ac64d90e14,0.535,9624,500000,5.282738614,1.631268719,0.006859462618,5.434487005,1.636499915,0.06321067193,-0.03329153508,1.032312823,0.5728503796,3.164953716,1.011461433,0.569057432,2.94877423,6.7,1.1296,1.902089113,0.5185281053,-1.151091507,1.896064352,0.528283389,-1.152276081,0.1294290687,0.05266202526,136.78,7.962264317,0.4157540755,0.1681048852,4.837582824,1.195599158,0.3428829836,0.9148832539,155.84,0.001399009901,0,18.17,0.06756465778,0.006389932641,287.38,1.524478799,0.4070629645,6.966183069,0.0128450495,4.955372075
habit_p0p0_deck52_seed07,habit,p=0,52,0,7,21010,f800fb253b745c0b64526c7f19040bece03f53f1672f4a53c5b0f83464842315,0.562,14530,500000,5.26995,1.601891382,0.01633619739,5.413546504,1.619882615,0.05200488805,-0.04960253934,1.028668496,0.5538641679,2.906445407,1.012935416,0.559096608,2.977412431,6.28,1.1244,1.885489472,0.5298950778,-1.077051038,1.880244979,0.5293953752,-1.045837208,0.1307115099,0.05277408635,137.79,7.874831665,0.4170046586,0.1759490721,4.685137043,1.19741897,0.3468247665,0.8820548012,154,0.00145,0,18.25,0.06724516525,0.005622534344,289.2,1.525230743,0.4071163263,10.3063821,0.01395,5.13019277
habit_p0p0_deck52_seed08,habit,p=0,52,0,8,21053,d592003dc552d74398c4c372b5e3c5e87c75de5619b396a50c1ec5240673fd77,0.532,33118,500000,5.273362315,1.625876712,0.02456878682,5.430542011,1.62917038,0.0796457233,-0.04627444766,1.026984221,0.5541115317,3.00872384,1.015424163,0.5571867675,3.028309642,6.68,1.2128,1.890948236,0.5305593448,-1.134543614,1.889736701,0.5321935401,-1.139487154,0.1322800061,0.05266515377,139.59,7.951780206,0.4129849922,0.1700663651,5.002835007,1.192384903,0.3509335493,0.842435568,154.94,0.001199261084,0,18.31,0.06708590881,0.006119453276,287.08,1.519696009,0.4061306098,8.494310313,0.01324630542,4.968663261
habit_p0p0_deck52_seed09,habit,p=0,52,0,9,20958,c86c66b2df6e8ab8dbd016eae520193f7d5efd0e745e77ee766f6b08a99e75d8,0.527,33118,500000,5.280011538,1.620233479,0.04265624097,5.424047987,1.634386011,0.08107236715,-0.01867534284,1.02973068,0.563689371,3.128214865,1.008663786,0.5449619539,2.830767451,6.34,1.17,1.90015513,0.5249841713,-1.160758313,1.895704084,0.5250223199,-1.125643237,0.1302285812,0.05290117896,137.66,7.876319968,0.4130223309,0.1720333478,4.771038642,1.198660973,0.3463316271,0.8378661234,156.04,0.00125,0,18.25,0.0676237732,0.006155897878,290.25,1.52970143,0.4077378442,9.077201912,0.01364230769,4.904666551
habit_p0p0_deck52_seed10,habit,p=0,52,0,10,21004,8b6d9b366613eb873c6271e4a191a551cf49ab6a923e2f4b5962496e3e1045fd,0.518,14530,500000,5.283313725,1.613890557,0.05135731602,5.439203179,1.62978643,0.09143587529,-0.02694368244,1.026951176,0.5514349277,2.970790145,1.011276939,0.5434347896,2.689226375,6.76,1.22,1.886768675,0.5316905033,-1.100699731,1.886912469,0.530220076,-1.092012472,0.1298317994,0.05243899648,137.23,7.977277166,0.4150620983,0.1732867502,4.865384949,1.196799979,0.344825837,0.8922150504,154.34,0.0017,0,18.33,0.06715997073,0.005831821459,286.82,1.520355618,0.4058722554,8.306030972,0.01418823529,4.984058946
habit_p0p0_deck78_seed01,habit,p=0,78,0,1,20936,bea02bd09678d5921c3bc288309c0756ef8f5f6d413e6096d94c50b0f19891e5,0.512,21937,500000,5.287923301,1.626431608,0.06235944819,5.431862162,1.6343544,0.1257476415,-0.04388849195,1.029747638,0.5456004996,2.822069507,1.010809264,0.5438367467,2.839095293,6.04,1.1264,1.908714371,0.5112039261,-1.172523746,1.901640947,0.5179695177,-1.138019987,0.1295055755,0.05286632209,137.05,7.900573477,0.4160925522,0.1735176704,4.282905822,1.191398659,0.3479503636,0.9050697191,156.73,0.00095,0,18.16,0.06623627022,0.005654304563,289.68,1.536995244,0.4089075242,11.11834553,0.01023834951,5.109499984
habit_p0p0_deck78_seed02,habit,p=0,78,0,2,20968,75ab85655d0b16368a2efd783ee8f74ac706fb861d0d3c868db6e2af837beef9,0.495,21937,500000,5.302115385,1.629758705,0.0319704282,5.442807201,1.634996032,0.08865520616,-0.02561750949,1.027373321,0.5585397048,3.031661573,1.011844187,0.5511780059,2.86103941,5.94,1.1056,1.907626566,0.5180643596,-1.188081344,1.901244091,0.5252209193,-1.181145966,0.1289286915,0.05273891535,136.9,7.944856637,0.4188249805,0.1766420412,4.804058134,1.198449246,0.350257889,0.8292008962,156.96,0.00075,0,18.29,0.064808169,0.005739864001,289.43,1.530915194,0.4091299013,6.871284342,0.0103,4.983887964
habit_p0p0_deck78_seed03,habit,p=0,78,0,3,20941,42fed86dd4be33d3fd3322554c7684e6140261b2360d771b72180c710a2ff1c6,0.534,21937,500000,5.282223134,1.61258014,0.03383322746,5.420501937,1.623778372,0.08581582307,-0.03259086958,1.024808309,0.5469854494,3.004670108,1.014426166,0.5514455934,2.96424185,6.14,1.148,1.908010392,0.5126941211,-1.16960676,1.904973445,0.5201168591,-1.180393816,0.1307347641,0.05289752297,138.17,7.879483714,0.4141009541,0.1699966599,4.911321234,1.195822086,0.3466889851,0.8500615816,156.93,0.00135,5e-05,18.21,0.06631421647,0.006017133341,289.97,1.538752736,0.4088352594,10.54287613,0.01034800995,5.004792404
habit_p0p0_deck78_seed04,habit,p=0,78,0,4,20979,4a72f7db59e3a3fe7d25ab78a9cefca222e7e3a39bec82c4e9814c48d96697d9,0.56,14530,500000,5.279321292,1.637995363,0.0546513831,5.432254718,1.649615007,0.1050961396,-0.03424739283,1.031404805,0.5637689732,3.148381806,1.013494091,0.5656888495,3.060619829,6.26,1.1412,1.9057873,0.5140522216,-1.151734187,1.891290961,0.5299301093,-1.136061758,0.1302808118,0.05281358124,137.7,7.889175973,0.41366588,0.170277426,4.973605382,1.194258606,0.3442519327,0.8795091861,155.66,0.00145,0,18.23,0.066486729,0.005850394999,289.8,1.536321199,0.4094751265,8.925860881,0.01248277512,4.796492605
habit_p0p0_deck78_seed05,habit,p=0,78,0,5,20929,9a4d1674934b62de911498f74382b73926bf25cfca38bf3a27d7b23ddd538c06,0.558,14530,500000,5.279272967,1.641665508,0.03719275915,5.432085377,1.64539908,0.08117756213,-0.03557829718,1.030472934,0.5576509284,3.011981895,1.017526675,0.5633299978,3.000107718,5.92,1.0568,1.908164083,0.5105508007,-1.157971939,1.898706399,0.5200223309,-1.132632566,0.1290875358,0.05257372366,136.44,7.875994494,0.4195303329,0.1768283323,4.534679728,1.195878211,0.3446745097,0.8800541076,155.99,0.00124569378,0,18.32,0.06654174276,0.005860151469,290.04,1.537194498,0.4092586317,8.45502986,0.00833708134,4.945138625
habit_p0p0_deck78_seed06,habit,p=0,78,0,6,20982,f377df1e5f4af516ca87f76dfceac5a85999cb08cb669d3d5146378f67f40446,0.54,14530,500000,5.291812871,1.63213817,0.0293254998,5.44445559,1.625524876,0.1064790204,-0.02793372229,1.02717539,0.5537807701,2.910003831,1.016316563,0.5548083541,2.771423458,6.13,1.1584,1.903216509,0.5195461195,-1.164841125,1.8995996,0.5277513485,-1.190832011,0.1290747697,0.05273045633,136.67,7.957181197,0.413976348,0.1703860036,4.750583984,1.202514952,0.3502387991,0.8292564936,156.43,0.001448514851,0,18.26,0.06644739126,0.005830424654,288.16,1.534184553,0.4083503751,11.32310376,0.01314653465,5.120392866
habit_p0p0_deck78_seed07,habit,p=0,78,0,7,21010,4c415b1f9a95379a87ba3cdc32d3ed592dc20cbb22a9ae2f53b525539d9fadf8,0.551,14530,500000,5.312,1.625827457,0.01436981194,5.458186733,1.632802869,0.05626907904,-0.04474537563,1.026373033,0.5456363189,2.850248729,1.015471619,0.5553710718,2.851942031,6.12,1.1124,1.902271685,0.5170254081,-1.161273932,1.894164294,0.5213182093,-1.094571983,0.1273856692,0.05264335087,135.34,7.923955447,0.4157090968,0.1675629268,4.503546944,1.200700012,0.3410848695,0.9099851829,155.75,0.0017,0,18.19,0.06755203074,0.006067743661,290.36,1.525045596,0.4070646629,9.526932273,0.01345,5.164120424
habit_p0p0_deck78_seed08,habit,p=0,78,0,8,21053,c6e1988d708859bb315b53d9406c8ffbe34521172147bef3af433b7cf37053ff,0.517,14530,500000,5.272658128,1.649095857,0.03399649774,5.425022533,1.65549978,0.07432283298,-0.04367352166,1.038020774,0.5796171815,3.136253445,1.017016481,0.5718328311,2.988669676,6.17,1.1232,1.902539177,0.5179218928,-1.160194227,1.893994484,0.5276345983,-1.137383204,0.1306534463,0.05266916524,137.91,7.919704468,0.4206751104,0.174056521,4.665976888,1.195143992,0.3490569263,0.84549759,155.67,0.0015,0,18.27,0.06789688295,0.006580209402,288.02,1.531936426,0.4077936956,8.315244522,0.011,4.907525656
habit_p0p0_deck78_seed09,habit,p=0,78,0,9,20958,5481187da53456a1b8349d51f9b434cf31d31a056a0619e3a4ad87d945d44cbb,0.521,14530,500000,5.302742308,1.630968884,0.02364578192,5.444921137,1.638270239,0.07480591005,-0.02023182386,1.033890118,0.5745303687,3.235364804,1.008463716,0.5549067386,3.046201676,5.99,1.1584,1.917835867,0.505694463,-1.203683942,1.912981633,0.5104243954,-1.171432337,0.1289511158,0.05275641339,136.87,7.927097692,0.4153464457,0.1666742701,4.893583466,1.193853033,0.345418127,0.8329792984,157.67,0.00155,0,18.27,0.06643132687,0.005569286072,289.96,1.536028712,0.4084797575,9.62288967,0.01334615385,4.83891578
